48.336	48.281	48.199	48.09	48.043	47.957	47.863	47.867	47.773	47.719	47.641	47.617	47.645	47.691	47.684	47.852	47.844	47.949	48.031	48.094	48.09	48.109	48.187	48.199	48.277	48.277	48.277	48.293	48.344	48.332	48.316	48.375	48.363	48.441	48.457	48.531	48.516	48.535	48.543	48.617	48.613	48.625	48.613	48.52	48.543	48.535	48.531	48.574	48.551	48.535	48.531	48.543	48.543	48.492	48.535	48.531	48.535	48.59	48.531	48.531
49.602	49.531	49.449	49.348	49.289	49.203	49.117	49.105	49.035	48.961	48.906	48.949	48.941	48.961	49.043	49.121	49.105	49.199	49.289	49.289	49.344	49.359	49.367	49.449	49.453	49.531	49.535	49.527	49.531	49.516	49.598	49.582	49.629	49.613	49.691	49.703	49.758	49.758	49.77	49.746	49.754	49.77	49.754	49.754	49.77	49.762	49.742	49.758	49.742	49.77	49.773	49.703	49.715	49.715	49.715	49.719	49.715	49.703	49.719	49.758
51.488	51.484	51.395	51.312	51.262	51.207	51.152	51.062	51.012	50.984	50.891	50.902	50.902	50.984	51.031	51.062	51.152	51.23	51.289	51.312	51.398	51.398	51.465	51.434	51.457	51.465	51.484	51.461	51.465	51.473	51.566	51.559	51.648	51.656	51.711	51.711	51.699	51.73	51.73	51.738	51.73	51.742	51.742	51.711	51.703	51.691	51.691	51.703	51.699	51.723	51.687	51.723	51.656	51.648	51.637	51.648	51.637	51.648	51.656	51.664
51.957	51.875	51.883	51.816	51.73	51.715	51.645	51.551	51.461	51.477	51.457	51.41	51.41	51.445	51.473	51.57	51.66	51.703	51.738	51.82	51.809	51.891	51.887	51.891	51.887	51.977	51.977	51.992	51.98	52.047	52.062	52.047	52.117	52.109	52.125	52.137	52.137	52.219	52.137	52.141	52.137	52.125	52.137	52.137	52.113	52.109	52.102	52.09	52.098	52.125	52.113	52.062	52.062	52.059	52.059	52.059	51.957	51.977	51.965	51.984
52.477	52.383	52.312	52.301	52.219	52.137	52.129	52.051	51.98	51.898	51.891	51.898	51.883	51.91	52.062	52.117	52.137	52.234	52.234	52.301	52.316	52.312	52.391	52.391	52.477	52.484	52.473	52.484	52.484	52.496	52.484	52.562	52.551	52.566	52.566	52.668	52.656	52.723	52.727	52.738	52.738	52.648	52.648	52.648	52.566	52.562	52.562	52.57	52.566	52.562	52.578	52.57	52.578	52.566	52.57	52.57	52.566	52.523	52.555	52.566
52.91	52.828	52.793	52.734	52.656	52.582	52.555	52.496	52.41	52.324	52.316	52.324	52.336	52.406	52.488	52.555	52.578	52.648	52.727	52.801	52.82	52.82	52.898	52.91	52.902	52.91	52.969	52.914	52.898	52.953	52.961	52.992	52.988	53.082	53.062	53.141	53.152	53.195	53.215	53.191	53.207	53.137	53.16	53.164	53.16	53.152	53.16	53.16	53.16	53.16	53.16	53.152	53.059	53.07	53.062	53.074	52.996	52.98	52.988	52.953
53.379	53.227	53.203	53.047	52.992	52.949	52.898	52.816	52.801	52.809	52.734	52.742	52.727	52.816	52.844	52.922	52.965	53.008	53.082	53.168	53.207	53.219	53.242	53.246	53.301	53.297	53.324	53.324	53.312	53.32	53.391	53.395	53.402	53.387	53.391	53.391	53.48	53.461	53.562	53.574	53.551	53.496	53.469	53.488	53.418	53.395	53.395	53.379	53.406	53.418	53.406	53.414	53.418	53.395	53.395	53.395	53.406	53.414	53.418	53.414
53.746	53.656	53.656	53.586	53.508	53.406	53.391	53.312	53.234	53.207	53.168	53.176	53.168	53.227	53.242	53.34	53.406	53.406	53.496	53.566	53.574	53.641	53.633	53.633	53.652	53.652	53.668	53.629	53.652	53.672	53.66	53.754	53.75	53.82	53.832	53.82	53.828	53.84	53.906	53.91	53.879	53.832	53.84	53.844	53.828	53.84	53.828	53.816	53.828	53.812	53.805	53.828	53.832	53.832	53.832	53.832	53.828	53.816	53.828	53.832
53.738	53.66	53.656	53.5	53.406	53.406	53.328	53.234	53.219	53.18	53.094	53.137	53.168	53.203	53.246	53.336	53.402	53.422	53.496	53.496	53.578	53.578	53.641	53.617	53.629	53.672	53.633	53.621	53.629	53.668	53.66	53.734	53.734	53.82	53.828	53.84	53.832	53.914	53.895	53.906	53.906	53.828	53.828	53.82	53.816	53.812	53.828	53.828	53.828	53.82	53.82	53.816	53.828	53.816	53.82	53.832	53.828	53.828	53.82	53.828
53.828	53.75	53.68	53.578	53.512	53.414	53.414	53.328	53.246	53.227	53.176	53.176	53.168	53.203	53.246	53.324	53.418	53.418	53.496	53.578	53.562	53.668	53.684	53.66	53.668	53.68	53.656	53.668	53.75	53.746	53.75	53.84	53.828	53.844	53.828	53.832	53.922	53.91	53.992	54.012	54.004	53.895	53.914	53.926	53.82	53.828	53.883	53.832	53.832	53.91	53.832	53.914	53.832	53.812	53.91	53.844	53.84	53.832	53.82	53.828
