52.828	52.844	52.789	52.758	52.691	52.641	52.625	52.609	52.586	52.535	52.527	52.52	52.516	52.543	52.562	52.598	52.598	52.609	52.598	52.613	52.617	52.68	52.695	52.699	52.734	52.758	52.762	52.789	52.789	52.832	52.84	52.844	52.84	52.844	52.871	52.902	52.941	52.98	52.992	53.031	53.051	53.074	53.074	53.051	53.078	53.09	53.051	53.074	53.043	53.09	53.074	53.07	53.07	53.062	53.051	53.062	53.07	53.062	53.086	53.09
54.105	54.082	54.039	54.012	53.953	53.891	53.887	53.867	53.836	53.785	53.77	53.766	53.781	53.781	53.805	53.848	53.859	53.852	53.867	53.867	53.859	53.875	53.918	53.945	53.957	53.984	54.008	54.035	54.035	54.039	54.043	54.078	54.109	54.098	54.094	54.125	54.164	54.172	54.18	54.246	54.242	54.27	54.258	54.258	54.266	54.273	54.258	54.254	54.266	54.254	54.258	54.258	54.258	54.242	54.227	54.215	54.215	54.199	54.242	54.246
56.156	56.145	56.145	56.09	56.047	55.98	55.992	55.914	55.809	55.793	55.793	55.801	55.805	55.816	55.809	55.863	55.871	55.883	55.902	55.922	55.953	55.969	55.977	55.98	55.992	56.023	56.031	56.047	56.062	56.074	56.078	56.09	56.133	56.145	56.234	56.223	56.234	56.227	56.227	56.227	56.223	56.289	56.27	56.242	56.234	56.234	56.227	56.227	56.238	56.215	56.215	56.227	56.223	56.215	56.223	56.234	56.234	56.223	56.215	56.223
56.66	56.664	56.656	56.578	56.562	56.52	56.496	56.496	56.418	56.379	56.316	56.348	56.332	56.348	56.371	56.402	56.434	56.461	56.488	56.48	56.496	56.484	56.508	56.488	56.496	56.562	56.547	56.566	56.578	56.582	56.602	56.648	56.664	56.672	56.715	56.754	56.742	56.758	56.746	56.73	56.746	56.754	56.754	56.738	56.742	56.742	56.742	56.742	56.742	56.73	56.742	56.742	56.746	56.742	56.738	56.746	56.66	56.699	56.715	56.684
56.988	57	57	56.957	56.922	56.863	56.832	56.758	56.773	56.711	56.676	56.719	56.715	56.758	56.754	56.758	56.742	56.746	56.758	56.781	56.84	56.82	56.832	56.879	56.902	56.914	56.836	56.93	56.918	56.957	56.957	56.988	56.984	56.988	56.996	57.023	57.055	57.07	57.105	57.145	57.148	57.152	57.148	57.117	57.125	57.09	57.094	57.078	57.07	57.07	57.055	57.066	57.059	57.059	57.07	57.055	57.059	57.066	57.039	57.016
57.461	57.41	57.41	57.328	57.285	57.246	57.242	57.203	57.18	57.105	57.082	57.09	57.094	57.152	57.172	57.18	57.246	57.254	57.227	57.242	57.246	57.242	57.23	57.262	57.289	57.309	57.324	57.336	57.344	57.336	57.344	57.395	57.418	57.461	57.492	57.5	57.5	57.492	57.512	57.555	57.566	57.57	57.574	57.547	57.527	57.555	57.527	57.527	57.531	57.527	57.516	57.5	57.531	57.516	57.504	57.512	57.492	57.5	57.492	57.5
57.883	57.844	57.828	57.758	57.762	57.719	57.602	57.602	57.582	57.512	57.52	57.512	57.512	57.527	57.543	57.574	57.598	57.613	57.668	57.676	57.664	57.668	57.719	57.746	57.742	57.758	57.758	57.75	57.75	57.758	57.762	57.77	57.832	57.844	57.859	57.883	57.926	57.953	57.98	58.008	58	58.004	57.934	58.016	58.008	57.992	58.004	58	57.988	57.977	57.953	57.934	57.945	57.926	57.926	57.934	57.91	57.926	57.934	57.91
58.285	58.285	58.289	58.258	58.18	58.102	58.047	58.027	58.031	58	57.949	57.844	57.965	58.016	58.02	58.016	58.008	58.027	58.02	58.02	58.043	58.055	58.086	58.102	58.109	58.125	58.164	58.172	58.156	58.184	58.195	58.18	58.262	58.285	58.277	58.262	58.277	58.312	58.34	58.344	58.348	58.273	58.328	58.344	58.312	58.32	58.316	58.32	58.293	58.316	58.305	58.305	58.266	58.273	58.262	58.285	58.266	58.266	58.273	58.273
58.273	58.285	58.262	58.125	58.168	58.109	58.055	58.031	58.02	58.016	57.961	57.949	57.937	58.008	58.02	58.008	58.008	58.008	58	58.027	58.031	58.059	58.027	58.102	58.109	58.109	58.164	58.18	58.164	58.168	58.18	58.191	58.238	58.266	58.285	58.273	58.266	58.312	58.328	58.34	58.359	58.34	58.344	58.359	58.34	58.332	58.32	58.34	58.332	58.344	58.285	58.277	58.273	58.273	58.277	58.266	58.273	58.273	58.273	58.277
58.285	58.277	58.273	58.293	58.234	58.184	58.109	58.043	58.035	58.008	58.02	58	58.016	58.035	58	58.027	58.008	58.031	58.074	58.07	58.113	58.098	58.137	58.18	58.199	58.199	58.199	58.199	58.223	58.266	58.258	58.277	58.285	58.277	58.289	58.312	58.348	58.348	58.367	58.41	58.426	58.414	58.387	58.387	58.359	58.344	58.34	58.344	58.344	58.355	58.359	58.348	58.34	58.348	58.355	58.348	58.344	58.32	58.316	58.328
